product_id,product_name,barcode,old_image_url,new_image_url,source,score,status
47,حلواني مربي فراوله 340g,6221029600116,,https://images.openfoodfacts.org/images/products/622/102/960/0116/front_fr.4.400.jpg,OpenFoodFacts-Barcode,97,resolved
107,عسل امتنان 125gزهور,6221078766108,,https://cdnprod.mafretailproxy.com/sys-master-root/hc0/h27/35069893443614/480Wx480H_460446_main.jpg,DDGS-Image-Search,95,resolved
60,البوادي مربي  تين 365g,6223000762486,,https://cdn.mafrservices.com/sys-master-root/hb5/hc9/52702578966558/625969_main.jpg?im=Resize=480,DDGS-Image-Search,95,resolved
42,انشوجه realmar,8414753300270,https://images.yaoota.com/zY9ARZBAlwsC7tdXnSK5fNfKd_4%3D/trim/yaootaweb-production/media/crawledproductimages/0446c22db46786a3a4dcf02a5dfa15bfb5b93bea.jpg,https://i.pinimg.com/736x/59/5f/df/595fdf4892f5b1568a21c673d2486a8e.jpg,DDGS-Image-Search,40,resolved
118,صلصه روسو 800g,6224000365752,,https://images-na.ssl-images-amazon.com/images/I/41H-T9p1pRS._SL500_._AC_SL500_.jpg,DDGS-Image-Search,90,resolved
133,كمبوت خوخ 820g,6211101813015,,,,0,not_resolved
187,مكرونه الملكه 1ك مرمريه,6223001510031,,https://www.elmezantrade.com/wp-content/uploads/2023/11/812.jpg,DDGS-Image-Search,95,resolved
129,كورند بيف اكستير,7899567248665,https://www.qebox.app/qebox/wp-content/uploads/2025/09/Artboard-%D9%A7%D9%A4_1.png,,,0,not_resolved
202,مكرونه حواء 400g فرن,6224008559016,,https://mcprod.hyperone.com.eg/media/catalog/product/cache/8d4e6327d79fd11192282459179cc69e/6/2/6224008559481-7.png,DDGS-Image-Search,95,resolved
247,اعشاب ايزيس تيليو,6223000470077,,https://images.openfoodfacts.org/images/products/622/300/047/0077/front_ar.4.400.jpg,OpenFoodFacts-Barcode,97,resolved
209,ورق عنب شومان,6224000280055,,https://wuilt-assets-v2-dev.s3.amazonaws.com/clty78sle0si701ma9jwogjf2_1000066145.jpg,DDGS-Image-Search,40,resolved
223,شاي الغزالين 250g اخضر,4796002516507,,https://images-na.ssl-images-amazon.com/images/I/51Z1DMcppcL._SL500_._AC_SL500_.jpg,DDGS-Image-Search,90,resolved
244,ايزيس بقدونس وكرفس 12فتله,6222003005125,,https://cdn.mafrservices.com/pim-content/EGY/media/product/624698/1727017204/624698_main.jpg?im=Resize=480,DDGS-Image-Search,95,resolved
248,نعناع ايزيس فندقي,6223000474761,,https://images-na.ssl-images-amazon.com/images/I/41NDpGvuWzL._SL500_._AC_SL500_.jpg,DDGS-Image-Search,90,resolved
306,بسبوسه جوزهند حلو الشام,6223000420416,,https://images.openfoodfacts.org/images/products/622/300/042/0416/front_en.11.400.jpg,OpenFoodFacts-Barcode,97,resolved
250,ينسون ايزيس فندقي,6223000474754,,https://m.media-amazon.com/images/I/71vTd2vEtAS._AC_SL1258_.jpg,DDGS-Image-Search,90,resolved
